CN,INVYR,LICHEN_REGION,LICH_SPPCD,MEASYEAR,LICHEN_REGION_DESCR,SPP_ACRONYM,GENUS,SUM_ABUNDANCE,FREQUENCY_PCT,SPECIES,PLOTS_IN_REGION,CREATED_DATE,MODIFIED_DATE
175531677010661,2002,6,8301,2002,Mid-Atlantic                            ,Cndcon,Candelaria                              ,24.0,17,concolor                                ,63,2009-01-12 12:44:25,
175532237010661,2004,6,6700,2004,Mid-Atlantic                            ,Pun   ,Punctelia                               ,6.0,2,,119,2009-01-12 12:44:43,
175532238010661,2004,6,6706,2004,Mid-Atlantic                            ,Punper,Punctelia                               ,36.0,10,perreticulata                           ,119,2009-01-12 12:44:43,
175532248010661,2004,6,8210,2004,Mid-Atlantic                            ,Xanful,Xanthomendoza                           ,1.0,1,fulva                                   ,119,2009-01-12 12:44:43,
175532198010661,2004,6,1207,2004,Mid-Atlantic                            ,Clacae,Cladonia                                ,6.0,2,caespiticia                             ,119,2009-01-12 12:44:43,
175532211010661,2004,6,4202,2004,Mid-Atlantic                            ,Myegal,Myelochroa                              ,6.0,2,galbina                                 ,119,2009-01-12 12:44:43,
175532213010661,2004,6,4806,2004,Mid-Atlantic                            ,Parsul,Parmelia                                ,25.0,8,sulcata                                 ,119,2009-01-12 12:44:43,
175532222010661,2004,6,5314,2004,Mid-Atlantic                            ,Pmohyp,Parmotrema                              ,52.0,15,hypotropum                              ,119,2009-01-12 12:44:43,
175532228010661,2004,6,5614,2004,Mid-Atlantic                            ,Pharub,Phaeophyscia                            ,95.0,27,rubropulchra                            ,119,2009-01-12 12:44:43,
175532287010661,2005,6,802,2005,Mid-Atlantic                            ,Cancar,Canoparmelia                            ,3.0,1,caroliniana                             ,114,2009-01-12 12:44:51,
175532292010661,2005,6,1211,2005,Mid-Atlantic                            ,Clacon,Cladonia                                ,35.0,11,coniocraea                              ,114,2009-01-12 12:44:51,
175532296010661,2005,6,2601,2005,Mid-Atlantic                            ,Flacap,Flavoparmelia                           ,87.0,26,caperata                                ,114,2009-01-12 12:44:51,
175532314010661,2005,6,5323,2005,Mid-Atlantic                            ,Pmoper,Parmotrema                              ,3.0,1,perforatum                              ,114,2009-01-12 12:44:51,
175532318010661,2005,6,5614,2005,Mid-Atlantic                            ,Pharub,Phaeophyscia                            ,75.0,23,rubropulchra                            ,114,2009-01-12 12:44:51,
175532324010661,2005,6,5801,2005,Mid-Atlantic                            ,Pclchl,Physciella                              ,4.0,2,chloantha                               ,114,2009-01-12 12:44:51,
175532221010661,2004,6,5310,2004,Mid-Atlantic                            ,Pmoeur,Parmotrema                              ,3.0,1,eurysacum                               ,119,2009-01-12 12:44:43,
175531984010661,2003,6,1006,2003,Mid-Atlantic                            ,Cetcil,Cetraria                                ,2.0,2,ciliaris                                ,65,2009-01-12 12:44:34,
175531995010661,2003,6,2702,2003,Mid-Atlantic                            ,Fpufla,Flavopunctelia                          ,11.0,6,flaventior                              ,65,2009-01-12 12:44:34,
175531999010661,2003,6,3100,2003,Mid-Atlantic                            ,Hyp   ,Hypogymnia                              ,6.0,5,,65,2009-01-12 12:44:34,
175532002010661,2003,6,3301,2003,Mid-Atlantic                            ,Imsale,Imshaugia                               ,6.0,5,aleurites                               ,65,2009-01-12 12:44:34,
175532006010661,2003,6,4201,2003,Mid-Atlantic                            ,Myeaur,Myelochroa                              ,64.0,34,aurulenta                               ,65,2009-01-12 12:44:34,
175532021010661,2003,6,5601,2003,Mid-Atlantic                            ,Phaadi,Phaeophyscia                            ,6.0,3,adiastola                               ,65,2009-01-12 12:44:34,
175532024010661,2003,6,5614,2003,Mid-Atlantic                            ,Pharub,Phaeophyscia                            ,116.0,63,rubropulchra                            ,65,2009-01-12 12:44:34,
175532038010661,2003,6,6808,2003,Mid-Atlantic                            ,Pyxsor,Pyxine                                  ,9.0,6,sorediata                               ,65,2009-01-12 12:44:34,
175532039010661,2003,6,6809,2003,Mid-Atlantic                            ,Pyxsub,Pyxine                                  ,6.0,5,subcinerea                              ,65,2009-01-12 12:44:34,
175532044010661,2003,6,8301,2003,Mid-Atlantic                            ,Cndcon,Candelaria                              ,41.0,28,concolor                                ,65,2009-01-12 12:44:34,
175531082010661,2000,6,1203,2000,Mid-Atlantic                            ,Clabac,Cladonia                                ,3.0,3,bacillaris                              ,36,2009-01-12 12:44:05,
175531095010661,2000,6,4805,2000,Mid-Atlantic                            ,Parsqu,Parmelia                                ,4.0,6,squarrosa                               ,36,2009-01-12 12:44:05,
175531096010661,2000,6,4806,2000,Mid-Atlantic                            ,Parsul,Parmelia                                ,53.0,61,sulcata                                 ,36,2009-01-12 12:44:05,
175531100010661,2000,6,5716,2000,Mid-Atlantic                            ,Phymil,Physcia                                 ,44.0,50,millegrana                              ,36,2009-01-12 12:44:05,
175531101010661,2000,6,5723,2000,Mid-Atlantic                            ,Physte,Physcia                                 ,9.0,14,stellaris                               ,36,2009-01-12 12:44:05,
175531106010661,2000,6,6803,2000,Mid-Atlantic                            ,Pyxcae,Pyxine                                  ,1.0,3,caesiopruinosa                          ,36,2009-01-12 12:44:05,
175531107010661,2000,6,6808,2000,Mid-Atlantic                            ,Pyxsor,Pyxine                                  ,5.0,6,sorediata                               ,36,2009-01-12 12:44:05,
175531297010661,2001,6,1233,2001,Mid-Atlantic                            ,Clapyx,Cladonia                                ,2.0,2,pyxidata                                ,58,2009-01-12 12:44:14,
175531340010661,2001,6,5911,2001,Mid-Atlantic                            ,Pholeu,Physconia                               ,3.0,2,leucoleiptes                            ,58,2009-01-12 12:44:14,
175531341010661,2001,6,6700,2001,Mid-Atlantic                            ,Pun   ,Punctelia                               ,7.0,7,,58,2009-01-12 12:44:14,
175531347010661,2001,6,6809,2001,Mid-Atlantic                            ,Pyxsub,Pyxine                                  ,9.0,5,subcinerea                              ,58,2009-01-12 12:44:14,
175531349010661,2001,6,7951,2001,Mid-Atlantic                            ,Umbmam,Umbilicaria                             ,1.0,2,mammulata                               ,58,2009-01-12 12:44:14,
43859595020004,2005,3,2901,2005,Interior West                           ,Hphadg,Hyperphyscia                            ,12.0,2,adglutinata                             ,265,2012-06-19 19:10:45,
43859596020004,2005,3,3102,2005,Interior West                           ,Hypaus,Hypogymnia                              ,2.0,0,austerodes                              ,265,2012-06-19 19:10:45,
43859597020004,2005,3,3103,2005,Interior West                           ,Hypbit,Hypogymnia                              ,3.0,0,bitteri                                 ,265,2012-06-19 19:10:45,
43859598020004,2005,3,3105,2005,Interior West                           ,Hypent,Hypogymnia                              ,8.0,1,enteromorpha                            ,265,2012-06-19 19:10:45,
43859599020004,2005,3,3108,2005,Interior West                           ,Hypims,Hypogymnia                              ,85.0,11,imshaugii                               ,265,2012-06-19 19:10:45,
43859600020004,2005,3,3112,2005,Interior West                           ,Hypmet,Hypogymnia                              ,20.0,3,metaphysodes                            ,265,2012-06-19 19:10:45,
43859601020004,2005,3,3114,2005,Interior West                           ,Hypocc,Hypogymnia                              ,41.0,5,occidentalis                            ,265,2012-06-19 19:10:45,
43859602020004,2005,3,3116,2005,Interior West                           ,Hypphy,Hypogymnia                              ,66.0,9,physodes                                ,265,2012-06-19 19:10:45,
43859603020004,2005,3,3121,2005,Interior West                           ,Hyptub,Hypogymnia                              ,46.0,7,tubulosa                                ,265,2012-06-19 19:10:45,
43859604020004,2005,3,3207,2005,Interior West                           ,Htrlae,Hypotrachyna                            ,2.0,0,laevigata                               ,265,2012-06-19 19:10:45,
43859605020004,2005,3,3214,2005,Interior West                           ,Htrpul,Hypotrachyna                            ,4.0,0,pulvinata                               ,265,2012-06-19 19:10:45,
43859606020004,2005,3,3302,2005,Interior West                           ,Imspla,Imshaugia                               ,9.0,1,placorodia                              ,265,2012-06-19 19:10:45,
43859607020004,2005,3,3401,2005,Interior West                           ,Koebif,Koerberia                               ,6.0,1,biformis                                ,265,2012-06-19 19:10:45,
43859608020004,2005,3,3616,2005,Interior West                           ,Lepfur,Leptogium                               ,11.0,2,pseudofurfuraceum                       ,265,2012-06-19 19:10:45,
43859609020004,2005,3,3631,2005,Interior West                           ,Lepsat,Leptogium                               ,4.0,1,saturninum                              ,265,2012-06-19 19:10:45,
43859610020004,2005,3,3701,2005,Interior West                           ,Letcol,Letharia                                ,35.0,6,columbiana                              ,265,2012-06-19 19:10:45,
43859611020004,2005,3,3702,2005,Interior West                           ,Letvul,Letharia                                ,102.0,14,vulpina                                 ,265,2012-06-19 19:10:45,
43859612020004,2005,3,3905,2005,Interior West                           ,Lobpul,Lobaria                                 ,7.0,1,pulmonaria                              ,265,2012-06-19 19:10:45,
43859613020004,2005,3,4002,2005,Interior West                           ,Melele,Melanohalea                             ,129.0,19,elegantula                              ,265,2012-06-19 19:10:45,
43859614020004,2005,3,4003,2005,Interior West                           ,Melexa,Melanohalea                             ,18.0,2,exasperata                              ,265,2012-06-19 19:10:45,
43859615020004,2005,3,4004,2005,Interior West                           ,Melexl,Melanohalea                             ,84.0,11,exasperatula                            ,265,2012-06-19 19:10:45,
43859616020004,2005,3,4010,2005,Interior West                           ,Melmul,Melanohalea                             ,6.0,1,multispora                              ,265,2012-06-19 19:10:45,
43859617020004,2005,3,4014,2005,Interior West                           ,Melsar,Melanelixia                             ,3.0,0,subargentifera                          ,265,2012-06-19 19:10:45,
43859618020004,2005,3,4015,2005,Interior West                           ,Melsub,Melanelixia                             ,5.0,1,subaurifera                             ,265,2012-06-19 19:10:45,
43859619020004,2005,3,4016,2005,Interior West                           ,Melsel,Melanohalea                             ,24.0,3,subelegantula                           ,265,2012-06-19 19:10:45,
43859620020004,2005,3,4017,2005,Interior West                           ,Melsol,Melanohalea                             ,158.0,20,subolivacea                             ,265,2012-06-19 19:10:45,
43859621020004,2005,3,4407,2005,Interior West                           ,Neppar,Nephroma                                ,2.0,0,parile                                  ,265,2012-06-19 19:10:45,
43859622020004,2005,3,4551,2005,Interior West                           ,Nodabb,Nodobryoria                             ,46.0,7,abbreviata                              ,265,2012-06-19 19:10:45,
43859623020004,2005,3,4552,2005,Interior West                           ,Nodore,Nodobryoria                             ,13.0,2,oregana                                 ,265,2012-06-19 19:10:45,
43859624020004,2005,3,4802,2005,Interior West                           ,Parhyg,Parmelia                                ,22.0,3,hygrophila                              ,265,2012-06-19 19:10:45,
43859413020004,2006,3,101,2006,Interior West                           ,Ahtsph,Ahtiana                                 ,2.0,1,sphaerosporella                         ,120,2012-06-19 19:10:27,
43859414020004,2006,3,202,2006,Interior West                           ,Aleims,Alectoria                               ,25.0,9,imshaugii                               ,120,2012-06-19 19:10:27,
43859415020004,2006,3,205,2006,Interior West                           ,Alesar,Alectoria                               ,47.0,15,sarmentosa                              ,120,2012-06-19 19:10:27,
43859416020004,2006,3,603,2006,Interior West                           ,Brycap,Bryoria                                 ,35.0,10,capillaris                              ,120,2012-06-19 19:10:27,
175531032010661,2000,1,4013,2000,Northeastern                            ,Melsep,Melanohalea                             ,42.0,39,septentrionalis                         ,49,2009-01-12 12:44:05,
175531035010661,2000,1,4201,2000,Northeastern                            ,Myeaur,Myelochroa                              ,17.0,12,aurulenta                               ,49,2009-01-12 12:44:05,
175531037010661,2000,1,4408,2000,Northeastern                            ,Nepres,Nephroma                                ,2.0,2,resupinatum                             ,49,2009-01-12 12:44:05,
175531040010661,2000,1,4805,2000,Northeastern                            ,Parsqu,Parmelia                                ,110.0,69,squarrosa                               ,49,2009-01-12 12:44:05,
175531062010661,2000,1,6808,2000,Northeastern                            ,Pyxsor,Pyxine                                  ,32.0,27,sorediata                               ,49,2009-01-12 12:44:05,
175530988010661,2000,1,205,2000,Northeastern                            ,Alesar,Alectoria                               ,3.0,2,sarmentosa                              ,49,2009-01-12 12:44:05,
175530991010661,2000,1,603,2000,Northeastern                            ,Brycap,Bryoria                                 ,3.0,4,capillaris                              ,49,2009-01-12 12:44:05,
175530998010661,2000,1,1006,2000,Northeastern                            ,Cetcil,Cetraria                                ,7.0,12,ciliaris                                ,49,2009-01-12 12:44:05,
175531000010661,2000,1,1013,2000,Northeastern                            ,Cetorb,Cetraria                                ,58.0,59,orbata                                  ,49,2009-01-12 12:44:05,
175531005010661,2000,1,1207,2000,Northeastern                            ,Clacae,Cladonia                                ,3.0,2,caespiticia                             ,49,2009-01-12 12:44:05,
175531016010661,2000,1,1412,2000,Northeastern                            ,Colnig,Collema                                 ,2.0,4,nigrescens                              ,49,2009-01-12 12:44:05,
175531243010661,2001,1,4101,2001,Northeastern                            ,Menter,Menegazzia                              ,8.0,8,terebrata                               ,40,2009-01-12 12:44:14,
175531282010661,2001,1,8204,2001,Northeastern                            ,Xanhas,Xanthomendoza                           ,10.0,13,hasseana                                ,40,2009-01-12 12:44:14,
175531283010661,2001,1,8207,2001,Northeastern                            ,Xanpol,Xanthoria                               ,1.0,3,polycarpa                               ,40,2009-01-12 12:44:14,
175531521010661,2002,1,1209,2002,Northeastern                            ,Clacen,Cladonia                                ,8.0,3,cenotea                                 ,91,2009-01-12 12:44:25,
175531524010661,2002,1,1212,2002,Northeastern                            ,Clacri,Cladonia                                ,14.0,5,cristatella                             ,91,2009-01-12 12:44:25,
175531534010661,2002,1,1258,2002,Northeastern                            ,Claboy,Cladonia                                ,3.0,1,botrytes                                ,91,2009-01-12 12:44:25,
175531219010661,2001,1,1228,2001,Northeastern                            ,Claoch,Cladonia                                ,3.0,3,ochrochlora                             ,40,2009-01-12 12:44:14,
175531223010661,2001,1,1412,2001,Northeastern                            ,Colnig,Collema                                 ,4.0,5,nigrescens                              ,40,2009-01-12 12:44:14,
175531228010661,2001,1,3116,2001,Northeastern                            ,Hypphy,Hypogymnia                              ,121.0,98,physodes                                ,40,2009-01-12 12:44:14,
175531548010661,2002,1,3110,2002,Northeastern                            ,Hypkro,Hypogymnia                              ,27.0,10,krogiae                                 ,91,2009-01-12 12:44:25,
175531560010661,2002,1,4000,2002,Northeastern                            ,Mel   ,Melanelia                               ,1.0,1,,91,2009-01-12 12:44:25,
175531562010661,2002,1,4005,2002,Northeastern                            ,Melful,Melanelixia                             ,17.0,7,fuliginosa                              ,91,2009-01-12 12:44:25,
175531583010661,2002,1,5314,2002,Northeastern                            ,Pmohyp,Parmotrema                              ,3.0,1,hypotropum                              ,91,2009-01-12 12:44:25,
175531602010661,2002,1,6302,2002,Northeastern                            ,Pevcon,Pseudevernia                            ,2.0,1,consocians                              ,91,2009-01-12 12:44:25,
175531612010661,2002,1,8029,2002,Northeastern                            ,Usnfil,Usnea                                   ,45.0,18,filipendula                             ,91,2009-01-12 12:44:25,
175531953010661,2003,1,6708,2003,Northeastern                            ,Punrud,Punctelia                               ,206.0,64,rudecta                                 ,115,2009-01-12 12:44:34,
175531955010661,2003,1,6900,2003,Northeastern                            ,Ram   ,Ramalina                                ,2.0,1,,115,2009-01-12 12:44:34,
175531852010661,2003,1,301,2003,Northeastern                            ,Anapal,Anaptychia                              ,7.0,3,palmulata                               ,115,2009-01-12 12:44:34,
175531853010661,2003,1,600,2003,Northeastern                            ,Bry   ,Bryoria                                 ,10.0,3,,115,2009-01-12 12:44:34,
175531860010661,2003,1,1006,2003,Northeastern                            ,Cetcil,Cetraria                                ,26.0,8,ciliaris                                ,115,2009-01-12 12:44:34,
175531876010661,2003,1,1228,2003,Northeastern                            ,Claoch,Cladonia                                ,81.0,24,ochrochlora                             ,115,2009-01-12 12:44:34,
175531879010661,2003,1,1234,2003,Northeastern                            ,Claram,Cladonia                                ,2.0,1,ramulosa                                ,115,2009-01-12 12:44:34,
175531888010661,2003,1,2704,2003,Northeastern                            ,Fpusor,Flavopunctelia                          ,2.0,1,soredica                                ,115,2009-01-12 12:44:34,
175531908010661,2003,1,4008,2003,Northeastern                            ,Melhal,Melanohalea                             ,11.0,3,halei                                   ,115,2009-01-12 12:44:34,
175531910010661,2003,1,4013,2003,Northeastern                            ,Melsep,Melanohalea                             ,18.0,6,septentrionalis                         ,115,2009-01-12 12:44:34,
175531911010661,2003,1,4015,2003,Northeastern                            ,Melsub,Melanelixia                             ,231.0,71,subaurifera                             ,115,2009-01-12 12:44:34,
175531937010661,2003,1,5614,2003,Northeastern                            ,Pharub,Phaeophyscia                            ,230.0,69,rubropulchra                            ,115,2009-01-12 12:44:34,
175531945010661,2003,1,5911,2003,Northeastern                            ,Pholeu,Physconia                               ,6.0,2,leucoleiptes                            ,115,2009-01-12 12:44:34,
175531947010661,2003,1,6101,2003,Northeastern                            ,Plagla,Platismatia                             ,57.0,18,glauca                                  ,115,2009-01-12 12:44:34,
175532128010661,2004,1,609,2004,Northeastern                            ,Bryfur,Bryoria                                 ,8.0,3,furcellata                              ,121,2009-01-12 12:44:43,
175532130010661,2004,1,1006,2004,Northeastern                            ,Cetcil,Cetraria                                ,1.0,1,ciliaris                                ,121,2009-01-12 12:44:43,
175532134010661,2004,1,1104,2004,Northeastern                            ,Celoli,Cetrelia                                ,8.0,3,olivetorum                              ,121,2009-01-12 12:44:43,
175532137010661,2004,1,1210,2004,Northeastern                            ,Clachl,Cladonia                                ,24.0,9,chlorophaea                             ,121,2009-01-12 12:44:43,
175532142010661,2004,1,1225,2004,Northeastern                            ,Clamac,Cladonia                                ,9.0,2,macilenta                               ,121,2009-01-12 12:44:43,
175532147010661,2004,1,2601,2004,Northeastern                            ,Flacap,Flavoparmelia                           ,85.0,28,caperata                                ,121,2009-01-12 12:44:43,
175532165010661,2004,1,5314,2004,Northeastern                            ,Pmohyp,Parmotrema                              ,1.0,1,hypotropum                              ,121,2009-01-12 12:44:43,
175532172010661,2004,1,5716,2004,Northeastern                            ,Phymil,Physcia                                 ,104.0,29,millegrana                              ,121,2009-01-12 12:44:43,
175532183010661,2004,1,6708,2004,Northeastern                            ,Punrud,Punctelia                               ,75.0,22,rudecta                                 ,121,2009-01-12 12:44:43,
175532191010661,2004,1,8204,2004,Northeastern                            ,Xanhas,Xanthomendoza                           ,4.0,2,hasseana                                ,121,2009-01-12 12:44:43,
175532192010661,2004,1,8301,2004,Northeastern                            ,Cndcon,Candelaria                              ,50.0,17,concolor                                ,121,2009-01-12 12:44:43,
175531066010661,2000,1,6918,2000,Northeastern                            ,Ramint,Ramalina                                ,1.0,2,intermedia                              ,49,2009-01-12 12:44:05,
175531069010661,2000,1,6937,2000,Northeastern                            ,Ramthr,Ramalina                                ,6.0,4,thrausta                                ,49,2009-01-12 12:44:05,
175531072010661,2000,1,8014,2000,Northeastern                            ,Usncer,Usnea                                   ,45.0,29,ceratina                                ,49,2009-01-12 12:44:05,
175531029010661,2000,1,3906,2000,Northeastern                            ,Lobque,Lobaria                                 ,33.0,27,quercizans                              ,49,2009-01-12 12:44:05,
175531030010661,2000,1,4003,2000,Northeastern                            ,Melexa,Melanohalea                             ,2.0,2,exasperata                              ,49,2009-01-12 12:44:05,
175531045010661,2000,1,5511,2000,Northeastern                            ,Pelpol,Peltigera                               ,1.0,2,polydactyla                             ,49,2009-01-12 12:44:05,
175531050010661,2000,1,5613,2000,Northeastern                            ,Phapus,Phaeophyscia                            ,30.0,22,pusilloides                             ,49,2009-01-12 12:44:05,
175531052010661,2000,1,5702,2000,Northeastern                            ,Phyaip,Physcia                                 ,4.0,4,aipolia                                 ,49,2009-01-12 12:44:05,
175531059010661,2000,1,6404,2000,Northeastern                            ,Pcycro,Pseudocyphellaria                       ,3.0,4,crocata                                 ,49,2009-01-12 12:44:05,
175531021010661,2000,1,3110,2000,Northeastern                            ,Hypkro,Hypogymnia                              ,39.0,27,krogiae                                 ,49,2009-01-12 12:44:05,
175531022010661,2000,1,3116,2000,Northeastern                            ,Hypphy,Hypogymnia                              ,139.0,94,physodes                                ,49,2009-01-12 12:44:05,
175531237010661,2001,1,3906,2001,Northeastern                            ,Lobque,Lobaria                                 ,33.0,33,quercizans                              ,40,2009-01-12 12:44:14,
175531241010661,2001,1,4013,2001,Northeastern                            ,Melsep,Melanohalea                             ,24.0,30,septentrionalis                         ,40,2009-01-12 12:44:14,
175531246010661,2001,1,4402,2001,Northeastern                            ,Nepbel,Nephroma                                ,6.0,5,bellum                                  ,40,2009-01-12 12:44:14,
175531247010661,2001,1,4701,2001,Northeastern                            ,Panahl,Fuscopannaria                           ,2.0,3,ahlneri                                 ,40,2009-01-12 12:44:14,
175531253010661,2001,1,5204,2001,Northeastern                            ,Popcap,Parmeliopsis                            ,9.0,13,capitata                                ,40,2009-01-12 12:44:14,
175531254010661,2001,1,5516,2001,Northeastern                            ,Peleli,Peltigera                               ,2.0,5,elisabethae                             ,40,2009-01-12 12:44:14,
175531257010661,2001,1,5614,2001,Northeastern                            ,Pharub,Phaeophyscia                            ,45.0,48,rubropulchra                            ,40,2009-01-12 12:44:14,
175531277010661,2001,1,8069,2001,Northeastern                            ,Usnstr,Usnea                                   ,5.0,5,strigosa                                ,40,2009-01-12 12:44:14,
175531284010661,2001,1,8301,2001,Northeastern                            ,Cndcon,Candelaria                              ,5.0,8,concolor                                ,40,2009-01-12 12:44:14,
175531522010661,2002,1,1210,2002,Northeastern                            ,Clachl,Cladonia                                ,39.0,18,chlorophaea                             ,91,2009-01-12 12:44:25,
175531532010661,2002,1,1236,2002,Northeastern                            ,Clasqu,Cladonia                                ,20.0,8,squamosa                                ,91,2009-01-12 12:44:25,
175531205010661,2001,1,610,2001,Northeastern                            ,Bryfus,Bryoria                                 ,8.0,8,fuscescens                              ,40,2009-01-12 12:44:14,
175531229010661,2001,1,3121,2001,Northeastern                            ,Hyptub,Hypogymnia                              ,6.0,5,tubulosa                                ,40,2009-01-12 12:44:14,
175531501010661,2002,1,205,2002,Northeastern                            ,Alesar,Alectoria                               ,3.0,1,sarmentosa                              ,91,2009-01-12 12:44:25,
175531505010661,2002,1,609,2002,Northeastern                            ,Bryfur,Bryoria                                 ,60.0,26,furcellata                              ,91,2009-01-12 12:44:25,
175531538010661,2002,1,1701,2002,Northeastern                            ,Dscint,Dendriscocaulon                         ,2.0,1,intricatulum                            ,91,2009-01-12 12:44:25,
175531546010661,2002,1,2822,2002,Northeastern                            ,Hetspe,Heterodermia                            ,5.0,2,speciosa                                ,91,2009-01-12 12:44:25,
175531570010661,2002,1,4711,2002,Northeastern                            ,Panrub,Pannaria                                ,2.0,1,rubiginosa                              ,91,2009-01-12 12:44:25,
175531585010661,2002,1,5512,2002,Northeastern                            ,Pelpra,Peltigera                               ,1.0,1,praetextata                             ,91,2009-01-12 12:44:25,
175531591010661,2002,1,5614,2002,Northeastern                            ,Pharub,Phaeophyscia                            ,169.0,63,rubropulchra                            ,91,2009-01-12 12:44:25,
175531601010661,2002,1,6106,2002,Northeastern                            ,Platuc,Platismatia                             ,51.0,22,tuckermanii                             ,91,2009-01-12 12:44:25,
175531603010661,2002,1,6404,2002,Northeastern                            ,Pcycro,Pseudocyphellaria                       ,3.0,1,crocata                                 ,91,2009-01-12 12:44:25,
175531609010661,2002,1,6910,2002,Northeastern                            ,Ramdil,Ramalina                                ,21.0,12,dilacerata                              ,91,2009-01-12 12:44:25,
175531615010661,2002,1,8046,2002,Northeastern                            ,Usnlon,Usnea                                   ,8.0,3,longissima                              ,91,2009-01-12 12:44:25,
175531620010661,2002,1,8077,2002,Northeastern                            ,Usnsst,Usnea                                   ,3.0,1,substerilis                             ,91,2009-01-12 12:44:25,
175531962010661,2003,1,8013,2003,Northeastern                            ,Usncav,Usnea                                   ,6.0,2,cavernosa                               ,115,2009-01-12 12:44:34,
175531963010661,2003,1,8014,2003,Northeastern                            ,Usncer,Usnea                                   ,2.0,1,ceratina                                ,115,2009-01-12 12:44:34,
175531972010661,2003,1,8069,2003,Northeastern                            ,Usnstr,Usnea                                   ,3.0,3,strigosa                                ,115,2009-01-12 12:44:34,
175531976010661,2003,1,8200,2003,Northeastern                            ,Xan   ,Xanthoria                               ,2.0,2,,115,2009-01-12 12:44:34,
175531977010661,2003,1,8204,2003,Northeastern                            ,Xanhas,Xanthomendoza                           ,10.0,4,hasseana                                ,115,2009-01-12 12:44:34,
175531978010661,2003,1,8207,2003,Northeastern                            ,Xanpol,Xanthoria                               ,4.0,2,polycarpa                               ,115,2009-01-12 12:44:34,
175531855010661,2003,1,610,2003,Northeastern                            ,Bryfus,Bryoria                                 ,12.0,3,fuscescens                              ,115,2009-01-12 12:44:34,
175531857010661,2003,1,625,2003,Northeastern                            ,Brytri,Bryoria                                 ,1.0,1,trichodes                               ,115,2009-01-12 12:44:34,
175531864010661,2003,1,1015,2003,Northeastern                            ,Cetpin,Cetraria                                ,29.0,16,pinastri                                ,115,2009-01-12 12:44:34,
175531884010661,2003,1,2403,2003,Northeastern                            ,Evemes,Evernia                                 ,171.0,60,mesomorpha                              ,115,2009-01-12 12:44:34,
175531895010661,2003,1,3208,2003,Northeastern                            ,Htrliv,Hypotrachyna                            ,2.0,1,livida                                  ,115,2009-01-12 12:44:34,
175531897010661,2003,1,3301,2003,Northeastern                            ,Imsale,Imshaugia                               ,40.0,14,aleurites                               ,115,2009-01-12 12:44:34,
175531898010661,2003,1,3606,2003,Northeastern                            ,Lepbur,Leptogium                               ,3.0,1,burnetiae                               ,115,2009-01-12 12:44:34,
175531913010661,2003,1,4201,2003,Northeastern                            ,Myeaur,Myelochroa                              ,79.0,27,aurulenta                               ,115,2009-01-12 12:44:34,
175531914010661,2003,1,4202,2003,Northeastern                            ,Myegal,Myelochroa                              ,63.0,23,galbina                                 ,115,2009-01-12 12:44:34,
175531916010661,2003,1,4711,2003,Northeastern                            ,Panrub,Pannaria                                ,5.0,2,rubiginosa                              ,115,2009-01-12 12:44:34,
175531919010661,2003,1,4804,2003,Northeastern                            ,Parsax,Parmelia                                ,13.0,4,saxatilis                               ,115,2009-01-12 12:44:34,
43859653020004,2005,3,8151,2005,Interior West                           ,Vulcan,Vulpicida                               ,7.0,1,canadensis                              ,265,2012-06-19 19:10:45,
43859654020004,2005,3,8170,2005,Interior West                           ,Xam   ,Xanthomendoza                           ,3.0,1,,265,2012-06-19 19:10:45,
43859655020004,2005,3,8203,2005,Interior West                           ,Xanfal,Xanthomendoza                           ,99.0,15,fallax                                  ,265,2012-06-19 19:10:45,
43859656020004,2005,3,8204,2005,Interior West                           ,Xanhas,Xanthomendoza                           ,9.0,1,hasseana                                ,265,2012-06-19 19:10:45,
43859657020004,2005,3,8207,2005,Interior West                           ,Xanpol,Xanthoria                               ,21.0,3,polycarpa                               ,265,2012-06-19 19:10:45,
43859658020004,2005,3,8210,2005,Interior West                           ,Xanful,Xanthomendoza                           ,12.0,2,fulva                                   ,265,2012-06-19 19:10:45,
43859659020004,2005,3,8214,2005,Interior West                           ,Xanmon,Xanthomendoza                           ,134.0,18,montana                                 ,265,2012-06-19 19:10:45,
43859660020004,2005,3,8218,2005,Interior West                           ,Xanulo,Xanthomendoza                           ,2.0,0,ulophyllodes                            ,265,2012-06-19 19:10:45,
43859661020004,2005,3,8219,2005,Interior West                           ,Xangal,Xanthomendoza                           ,127.0,18,galericulata                            ,265,2012-06-19 19:10:45,
43859662020004,2005,3,8301,2005,Interior West                           ,Cndcon,Candelaria                              ,16.0,2,concolor                                ,265,2012-06-19 19:10:45,
43859663020004,2005,3,8303,2005,Interior West                           ,Cndpac,Candelaria                              ,39.0,6,pacifica                                ,265,2012-06-19 19:10:45,
43859664020004,2005,3,8501,2005,Interior West                           ,Rhichr,Rhizoplaca                              ,5.0,1,chrysoleuca                             ,265,2012-06-19 19:10:45,
43859665020004,2005,3,9007,2005,Interior West                           ,Xpmcon,Xanthoparmelia                          ,1.0,0,conspersa                               ,265,2012-06-19 19:10:45,
43859666020004,2005,3,9008,2005,Interior West                           ,Xpmmex,Xanthoparmelia                          ,3.0,1,mexicana                                ,265,2012-06-19 19:10:45,
43859568020004,2005,3,101,2005,Interior West                           ,Ahtsph,Ahtiana                                 ,3.0,0,sphaerosporella                         ,265,2012-06-19 19:10:45,
